Season,Location,Item Purchased,sales_count,total_revenue,avg_revenue,rank_in_season_region,sales_share_in_season_region_%
Spring,Kentucky,Hat,1,67,67.0,4.0,4.0
Spring,Kentucky,Jacket,1,76,76.0,4.0,4.0
Spring,Kentucky,Jeans,1,23,23.0,4.0,4.0
Spring,Kentucky,Scarf,1,79,79.0,4.0,4.0
Spring,Louisiana,Jewelry,4,176,44.0,1.0,16.67
Spring,Louisiana,Shirt,3,195,65.0,2.0,12.5
Spring,Louisiana,Sneakers,2,91,45.5,3.0,8.33
Spring,Louisiana,Sweater,2,99,49.5,3.0,8.33
Spring,Louisiana,Belt,1,79,79.0,4.0,4.17
Spring,Louisiana,Blouse,1,55,55.0,4.0,4.17
Spring,Louisiana,Boots,1,55,55.0,4.0,4.17
Spring,Louisiana,Coat,1,44,44.0,4.0,4.17
Spring,Louisiana,Dress,1,55,55.0,4.0,4.17
Spring,Louisiana,Hoodie,1,61,61.0,4.0,4.17
Spring,Louisiana,Jeans,1,51,51.0,4.0,4.17
Spring,Louisiana,Pants,1,39,39.0,4.0,4.17
Spring,Louisiana,Sandals,1,70,70.0,4.0,4.17
Spring,Louisiana,Scarf,1,81,81.0,4.0,4.17
Spring,Louisiana,Shorts,1,62,62.0,4.0,4.17
Spring,Louisiana,Socks,1,55,55.0,4.0,4.17
Spring,Louisiana,Sunglasses,1,27,27.0,4.0,4.17
Spring,Maine,Boots,3,191,63.666666666666664,1.0,13.64
Spring,Maine,Shorts,3,147,49.0,1.0,13.64
Spring,Maine,Scarf,2,101,50.5,2.0,9.09
Spring,Maine,Shoes,2,122,61.0,2.0,9.09
Spring,Maine,Sneakers,2,103,51.5,2.0,9.09
Spring,Maine,Socks,2,140,70.0,2.0,9.09
Spring,Maine,Sweater,2,100,50.0,2.0,9.09
Spring,Maine,T-shirt,2,152,76.0,2.0,9.09
Spring,Maine,Hat,1,83,83.0,3.0,4.55
Spring,Maine,Jacket,1,38,38.0,3.0,4.55
Spring,Maine,Jeans,1,64,64.0,3.0,4.55
Spring,Maine,Skirt,1,82,82.0,3.0,4.55
Spring,Maryland,Belt,4,264,66.0,1.0,15.38
Spring,Maryland,Scarf,3,101,33.666666666666664,2.0,11.54
Spring,Maryland,Skirt,3,96,32.0,2.0,11.54
Spring,Maryland,Gloves,2,96,48.0,3.0,7.69
Spring,Maryland,Hoodie,2,136,68.0,3.0,7.69
Spring,Maryland,Jacket,2,91,45.5,3.0,7.69
Spring,Maryland,Jewelry,2,74,37.0,3.0,7.69
Spring,Maryland,Backpack,1,42,42.0,4.0,3.85
Spring,Maryland,Blouse,1,28,28.0,4.0,3.85
Spring,Maryland,Boots,1,98,98.0,4.0,3.85
Spring,Maryland,Dress,1,95,95.0,4.0,3.85
Spring,Maryland,Sneakers,1,24,24.0,4.0,3.85
Spring,Maryland,Socks,1,91,91.0,4.0,3.85
Spring,Maryland,Sunglasses,1,54,54.0,4.0,3.85
Spring,Maryland,Sweater,1,54,54.0,4.0,3.85
Spring,Massachusetts,Boots,3,154,51.333333333333336,1.0,16.67
Spring,Massachusetts,T-shirt,3,211,70.33333333333333,1.0,16.67
Spring,Massachusetts,Jeans,2,136,68.0,2.0,11.11
Spring,Massachusetts,Sunglasses,2,111,55.5,2.0,11.11
Spring,Massachusetts,Dress,1,21,21.0,3.0,5.56
Spring,Massachusetts,Gloves,1,84,84.0,3.0,5.56
Spring,Massachusetts,Jacket,1,27,27.0,3.0,5.56
Spring,Massachusetts,Pants,1,89,89.0,3.0,5.56
Spring,Massachusetts,Sandals,1,44,44.0,3.0,5.56
Spring,Massachusetts,Shorts,1,61,61.0,3.0,5.56
Spring,Massachusetts,Skirt,1,98,98.0,3.0,5.56
Spring,Massachusetts,Sweater,1,99,99.0,3.0,5.56
Spring,Michigan,Sunglasses,3,144,48.0,1.0,17.65
Spring,Michigan,Dress,2,167,83.5,2.0,11.76
Spring,Michigan,Jacket,2,123,61.5,2.0,11.76
Spring,Michigan,Skirt,2,153,76.5,2.0,11.76
Spring,Michigan,Backpack,1,59,59.0,3.0,5.88
Spring,Michigan,Blouse,1,39,39.0,3.0,5.88
Spring,Michigan,Coat,1,39,39.0,3.0,5.88
Spring,Michigan,Handbag,1,85,85.0,3.0,5.88
Spring,Michigan,Hoodie,1,20,20.0,3.0,5.88
Spring,Michigan,Jeans,1,73,73.0,3.0,5.88
Spring,Michigan,Shorts,1,30,30.0,3.0,5.88
Spring,Michigan,Sweater,1,31,31.0,3.0,5.88
Spring,Minnesota,Sandals,3,155,51.666666666666664,1.0,13.04
Spring,Minnesota,Backpack,2,79,39.5,2.0,8.7
Spring,Minnesota,Coat,2,110,55.0,2.0,8.7
Spring,Minnesota,Dress,2,89,44.5,2.0,8.7
Spring,Minnesota,Handbag,2,74,37.0,2.0,8.7
Spring,Minnesota,Skirt,2,69,34.5,2.0,8.7
Spring,Minnesota,Sneakers,2,117,58.5,2.0,8.7
Spring,Minnesota,Gloves,1,88,88.0,3.0,4.35
Spring,Minnesota,Jacket,1,81,81.0,3.0,4.35
Spring,Minnesota,Jeans,1,35,35.0,3.0,4.35
Spring,Minnesota,Shirt,1,70,70.0,3.0,4.35
Spring,Minnesota,Shoes,1,99,99.0,3.0,4.35
Spring,Minnesota,Sunglasses,1,31,31.0,3.0,4.35
Spring,Minnesota,Sweater,1,86,86.0,3.0,4.35
Spring,Minnesota,T-shirt,1,51,51.0,3.0,4.35
Spring,Mississippi,Dress,2,92,46.0,1.0,13.33
Spring,Mississippi,Pants,2,120,60.0,1.0,13.33
Spring,Mississippi,Shorts,2,111,55.5,1.0,13.33
Spring,Mississippi,Backpack,1,83,83.0,2.0,6.67
Spring,Mississippi,Blouse,1,82,82.0,2.0,6.67
Spring,Mississippi,Coat,1,70,70.0,2.0,6.67
Spring,Mississippi,Hat,1,69,69.0,2.0,6.67
Spring,Mississippi,Jeans,1,29,29.0,2.0,6.67
Spring,Mississippi,Sandals,1,39,39.0,2.0,6.67
Spring,Mississippi,Shirt,1,99,99.0,2.0,6.67
Spring,Mississippi,Sneakers,1,21,21.0,2.0,6.67
Spring,Mississippi,T-shirt,1,50,50.0,2.0,6.67
Spring,Missouri,Jeans,4,289,72.25,1.0,17.39
Spring,Missouri,Sneakers,3,248,82.66666666666667,2.0,13.04
Spring,Missouri,Boots,2,151,75.5,3.0,8.7
Spring,Missouri,Handbag,2,54,27.0,3.0,8.7
Spring,Missouri,Shirt,2,159,79.5,3.0,8.7
Spring,Missouri,Sunglasses,2,143,71.5,3.0,8.7
Spring,Missouri,Sweater,2,92,46.0,3.0,8.7
Spring,Missouri,Backpack,1,94,94.0,4.0,4.35
Spring,Missouri,Belt,1,22,22.0,4.0,4.35
Spring,Missouri,Hat,1,73,73.0,4.0,4.35
Spring,Missouri,Jewelry,1,29,29.0,4.0,4.35
Spring,Missouri,Pants,1,99,99.0,4.0,4.35
Spring,Missouri,Socks,1,24,24.0,4.0,4.35
Spring,Montana,Backpack,2,88,44.0,1.0,8.0
Spring,Montana,Boots,2,47,23.5,1.0,8.0
Spring,Montana,Coat,2,166,83.0,1.0,8.0
Spring,Montana,Gloves,2,82,41.0,1.0,8.0
Spring,Montana,Shorts,2,93,46.5,1.0,8.0
Spring,Montana,Socks,2,172,86.0,1.0,8.0
Spring,Montana,Sweater,2,106,53.0,1.0,8.0
Spring,Montana,Belt,1,91,91.0,2.0,4.0
Spring,Montana,Blouse,1,78,78.0,2.0,4.0
Spring,Montana,Handbag,1,87,87.0,2.0,4.0
Spring,Montana,Hoodie,1,25,25.0,2.0,4.0
Spring,Montana,Jeans,1,24,24.0,2.0,4.0
Spring,Montana,Pants,1,52,52.0,2.0,4.0
Spring,Montana,Sandals,1,21,21.0,2.0,4.0
Spring,Montana,Scarf,1,23,23.0,2.0,4.0
Spring,Montana,Shirt,1,65,65.0,2.0,4.0
Spring,Montana,Sneakers,1,28,28.0,2.0,4.0
Spring,Montana,T-shirt,1,76,76.0,2.0,4.0
Spring,Nebraska,Backpack,3,139,46.333333333333336,1.0,12.5
Spring,Nebraska,Jewelry,3,208,69.33333333333333,1.0,12.5
Spring,Nebraska,Sweater,3,193,64.33333333333333,1.0,12.5
Spring,Nebraska,Hat,2,135,67.5,2.0,8.33
Spring,Nebraska,Sunglasses,2,46,23.0,2.0,8.33
Spring,Nebraska,Belt,1,54,54.0,3.0,4.17
Spring,Nebraska,Boots,1,64,64.0,3.0,4.17
Spring,Nebraska,Coat,1,71,71.0,3.0,4.17
Spring,Nebraska,Dress,1,50,50.0,3.0,4.17
Spring,Nebraska,Gloves,1,56,56.0,3.0,4.17
Spring,Nebraska,Sandals,1,25,25.0,3.0,4.17
Spring,Nebraska,Scarf,1,22,22.0,3.0,4.17
Spring,Nebraska,Shirt,1,96,96.0,3.0,4.17
Spring,Nebraska,Shorts,1,42,42.0,3.0,4.17
Spring,Nebraska,Skirt,1,91,91.0,3.0,4.17
Spring,Nebraska,Socks,1,36,36.0,3.0,4.17
Spring,Nevada,Hoodie,3,230,76.66666666666667,1.0,10.71
Spring,Nevada,Skirt,3,241,80.33333333333333,1.0,10.71
Spring,Nevada,Socks,3,196,65.33333333333333,1.0,10.71
Spring,Nevada,Backpack,2,161,80.5,2.0,7.14
Spring,Nevada,Belt,2,158,79.0,2.0,7.14
Spring,Nevada,Handbag,2,82,41.0,2.0,7.14
Spring,Nevada,Jewelry,2,88,44.0,2.0,7.14
Spring,Nevada,Pants,2,108,54.0,2.0,7.14
Spring,Nevada,Shoes,2,132,66.0,2.0,7.14
Spring,Nevada,T-shirt,2,167,83.5,2.0,7.14
Spring,Nevada,Blouse,1,47,47.0,3.0,3.57
Spring,Nevada,Dress,1,39,39.0,3.0,3.57
Spring,Nevada,Shorts,1,95,95.0,3.0,3.57
Spring,Nevada,Sunglasses,1,86,86.0,3.0,3.57
Spring,Nevada,Sweater,1,86,86.0,3.0,3.57
Spring,New Hampshire,Backpack,2,156,78.0,1.0,10.53
Spring,New Hampshire,Coat,2,105,52.5,1.0,10.53
Spring,New Hampshire,Dress,2,95,47.5,1.0,10.53
Spring,New Hampshire,Shirt,2,106,53.0,1.0,10.53
Spring,New Hampshire,Sunglasses,2,103,51.5,1.0,10.53
Spring,New Hampshire,Belt,1,73,73.0,2.0,5.26
Spring,New Hampshire,Blouse,1,23,23.0,2.0,5.26
Spring,New Hampshire,Boots,1,60,60.0,2.0,5.26
Spring,New Hampshire,Gloves,1,41,41.0,2.0,5.26
Spring,New Hampshire,Hat,1,54,54.0,2.0,5.26
Spring,New Hampshire,Jacket,1,94,94.0,2.0,5.26
Spring,New Hampshire,Scarf,1,77,77.0,2.0,5.26
Spring,New Hampshire,Socks,1,79,79.0,2.0,5.26
Spring,New Hampshire,Sweater,1,41,41.0,2.0,5.26
Spring,New Jersey,Belt,3,195,65.0,1.0,13.04
Spring,New Jersey,Coat,2,66,33.0,2.0,8.7
Spring,New Jersey,Jacket,2,169,84.5,2.0,8.7
Spring,New Jersey,Pants,2,163,81.5,2.0,8.7
Spring,New Jersey,Sweater,2,113,56.5,2.0,8.7
Spring,New Jersey,Backpack,1,36,36.0,3.0,4.35
Spring,New Jersey,Boots,1,82,82.0,3.0,4.35
Spring,New Jersey,Gloves,1,59,59.0,3.0,4.35
Spring,New Jersey,Handbag,1,24,24.0,3.0,4.35
Spring,New Jersey,Hoodie,1,30,30.0,3.0,4.35
Spring,New Jersey,Sandals,1,65,65.0,3.0,4.35
Spring,New Jersey,Scarf,1,64,64.0,3.0,4.35
Spring,New Jersey,Shoes,1,51,51.0,3.0,4.35
Spring,New Jersey,Shorts,1,72,72.0,3.0,4.35
Spring,New Jersey,Skirt,1,20,20.0,3.0,4.35
Spring,New Jersey,Sneakers,1,45,45.0,3.0,4.35
Spring,New Jersey,Sunglasses,1,71,71.0,3.0,4.35
Spring,New Mexico,Hoodie,3,272,90.66666666666667,1.0,15.79
Spring,New Mexico,Pants,2,138,69.0,2.0,10.53
Spring,New Mexico,Sandals,2,88,44.0,2.0,10.53
Spring,New Mexico,Shoes,2,143,71.5,2.0,10.53
Spring,New Mexico,Backpack,1,93,93.0,3.0,5.26
Spring,New Mexico,Blouse,1,49,49.0,3.0,5.26
Spring,New Mexico,Coat,1,21,21.0,3.0,5.26
Spring,New Mexico,Jacket,1,61,61.0,3.0,5.26
Spring,New Mexico,Jeans,1,50,50.0,3.0,5.26
Spring,New Mexico,Jewelry,1,21,21.0,3.0,5.26
Spring,New Mexico,Scarf,1,85,85.0,3.0,5.26
Spring,New Mexico,Shirt,1,93,93.0,3.0,5.26
Spring,New Mexico,Sneakers,1,27,27.0,3.0,5.26
Spring,New Mexico,Socks,1,28,28.0,3.0,5.26
Spring,New York,Dress,3,184,61.333333333333336,1.0,18.75
Spring,New York,Gloves,2,145,72.5,2.0,12.5
Spring,New York,Jewelry,2,154,77.0,2.0,12.5
Spring,New York,Scarf,2,46,23.0,2.0,12.5
Spring,New York,Shoes,2,86,43.0,2.0,12.5
Spring,New York,Belt,1,71,71.0,3.0,6.25
Spring,New York,Hoodie,1,20,20.0,3.0,6.25
Spring,New York,Jeans,1,67,67.0,3.0,6.25
Spring,New York,Shorts,1,62,62.0,3.0,6.25
Spring,New York,Sweater,1,78,78.0,3.0,6.25
Spring,North Carolina,Boots,2,77,38.5,1.0,7.41
Spring,North Carolina,Gloves,2,106,53.0,1.0,7.41
Spring,North Carolina,Handbag,2,109,54.5,1.0,7.41
Spring,North Carolina,Hoodie,2,174,87.0,1.0,7.41
Spring,North Carolina,Sandals,2,126,63.0,1.0,7.41
Spring,North Carolina,Skirt,2,147,73.5,1.0,7.41
Spring,North Carolina,Sneakers,2,56,28.0,1.0,7.41
Spring,North Carolina,Socks,2,105,52.5,1.0,7.41
Spring,North Carolina,Sweater,2,130,65.0,1.0,7.41
Spring,North Carolina,Backpack,1,22,22.0,2.0,3.7
Spring,North Carolina,Blouse,1,68,68.0,2.0,3.7
Spring,North Carolina,Jacket,1,24,24.0,2.0,3.7
Spring,North Carolina,Jewelry,1,76,76.0,2.0,3.7
Spring,North Carolina,Pants,1,52,52.0,2.0,3.7
Spring,North Carolina,Shirt,1,84,84.0,2.0,3.7
Spring,North Carolina,Shoes,1,64,64.0,2.0,3.7
Spring,North Carolina,Shorts,1,42,42.0,2.0,3.7
Spring,North Carolina,T-shirt,1,93,93.0,2.0,3.7
Spring,North Dakota,Coat,4,272,68.0,1.0,23.53
Spring,North Dakota,Blouse,2,155,77.5,2.0,11.76
Spring,North Dakota,Jacket,2,132,66.0,2.0,11.76
Spring,North Dakota,Socks,2,144,72.0,2.0,11.76
Spring,North Dakota,Sunglasses,2,182,91.0,2.0,11.76
Spring,North Dakota,Jeans,1,33,33.0,3.0,5.88
Spring,North Dakota,Scarf,1,29,29.0,3.0,5.88
Spring,North Dakota,Shoes,1,59,59.0,3.0,5.88
Spring,North Dakota,Sweater,1,67,67.0,3.0,5.88
Spring,North Dakota,T-shirt,1,91,91.0,3.0,5.88
Spring,Ohio,Backpack,1,40,40.0,1.0,10.0
Spring,Ohio,Blouse,1,86,86.0,1.0,10.0
Spring,Ohio,Boots,1,87,87.0,1.0,10.0
Spring,Ohio,Coat,1,30,30.0,1.0,10.0
Spring,Ohio,Gloves,1,22,22.0,1.0,10.0
Spring,Ohio,Jewelry,1,78,78.0,1.0,10.0
Spring,Ohio,Pants,1,25,25.0,1.0,10.0
Spring,Ohio,Sandals,1,28,28.0,1.0,10.0
Spring,Ohio,Skirt,1,29,29.0,1.0,10.0
Spring,Ohio,T-shirt,1,76,76.0,1.0,10.0
Spring,Oklahoma,Belt,2,100,50.0,1.0,12.5
Spring,Oklahoma,Hoodie,2,125,62.5,1.0,12.5
Spring,Oklahoma,Shoes,2,88,44.0,1.0,12.5
Spring,Oklahoma,Shorts,2,97,48.5,1.0,12.5
Spring,Oklahoma,Sunglasses,2,69,34.5,1.0,12.5
Spring,Oklahoma,Handbag,1,39,39.0,2.0,6.25
Spring,Oklahoma,Hat,1,80,80.0,2.0,6.25
Spring,Oklahoma,Jacket,1,20,20.0,2.0,6.25
Spring,Oklahoma,Sandals,1,83,83.0,2.0,6.25
Spring,Oklahoma,Shirt,1,66,66.0,2.0,6.25
Spring,Oklahoma,Sweater,1,20,20.0,2.0,6.25
Spring,Oregon,Belt,3,132,44.0,1.0,14.29
Spring,Oregon,T-shirt,3,231,77.0,1.0,14.29
Spring,Oregon,Blouse,2,121,60.5,2.0,9.52
Spring,Oregon,Coat,2,94,47.0,2.0,9.52
Spring,Oregon,Skirt,2,113,56.5,2.0,9.52
Spring,Oregon,Sneakers,2,125,62.5,2.0,9.52
Spring,Oregon,Boots,1,82,82.0,3.0,4.76
Spring,Oregon,Hat,1,96,96.0,3.0,4.76
Spring,Oregon,Jacket,1,26,26.0,3.0,4.76
Spring,Oregon,Jeans,1,47,47.0,3.0,4.76
Spring,Oregon,Shirt,1,82,82.0,3.0,4.76
Spring,Oregon,Socks,1,76,76.0,3.0,4.76
Spring,Oregon,Sweater,1,85,85.0,3.0,4.76
Spring,Pennsylvania,Skirt,3,267,89.0,1.0,17.65
Spring,Pennsylvania,Shirt,2,127,63.5,2.0,11.76
Spring,Pennsylvania,Backpack,1,94,94.0,3.0,5.88
Spring,Pennsylvania,Belt,1,57,57.0,3.0,5.88
Spring,Pennsylvania,Boots,1,79,79.0,3.0,5.88
Spring,Pennsylvania,Coat,1,24,24.0,3.0,5.88
Spring,Pennsylvania,Dress,1,100,100.0,3.0,5.88
Spring,Pennsylvania,Gloves,1,72,72.0,3.0,5.88
Spring,Pennsylvania,Handbag,1,52,52.0,3.0,5.88
Spring,Pennsylvania,Hat,1,29,29.0,3.0,5.88
Spring,Pennsylvania,Scarf,1,81,81.0,3.0,5.88
Spring,Pennsylvania,Shoes,1,49,49.0,3.0,5.88
Spring,Pennsylvania,Shorts,1,33,33.0,3.0,5.88
Spring,Pennsylvania,Socks,1,79,79.0,3.0,5.88
Spring,Rhode Island,Shorts,3,136,45.333333333333336,1.0,17.65
Spring,Rhode Island,Blouse,2,158,79.0,2.0,11.76
Spring,Rhode Island,Gloves,2,158,79.0,2.0,11.76
Spring,Rhode Island,Sandals,2,120,60.0,2.0,11.76
Spring,Rhode Island,Shirt,2,114,57.0,2.0,11.76
Spring,Rhode Island,Backpack,1,72,72.0,3.0,5.88
Spring,Rhode Island,Boots,1,82,82.0,3.0,5.88
Spring,Rhode Island,Jewelry,1,25,25.0,3.0,5.88
Spring,Rhode Island,Socks,1,48,48.0,3.0,5.88
Spring,Rhode Island,Sunglasses,1,41,41.0,3.0,5.88
Spring,Rhode Island,Sweater,1,53,53.0,3.0,5.88
Spring,South Carolina,Dress,3,140,46.666666666666664,1.0,12.0
Spring,South Carolina,Hoodie,3,184,61.333333333333336,1.0,12.0
Spring,South Carolina,Gloves,2,89,44.5,2.0,8.0
Spring,South Carolina,Pants,2,141,70.5,2.0,8.0
Spring,South Carolina,Shoes,2,152,76.0,2.0,8.0
Spring,South Carolina,Skirt,2,104,52.0,2.0,8.0
Spring,South Carolina,Socks,2,61,30.5,2.0,8.0
Spring,South Carolina,Backpack,1,76,76.0,3.0,4.0
Spring,South Carolina,Blouse,1,39,39.0,3.0,4.0
Spring,South Carolina,Boots,1,63,63.0,3.0,4.0
Spring,South Carolina,Handbag,1,61,61.0,3.0,4.0
Spring,South Carolina,Hat,1,63,63.0,3.0,4.0
Spring,South Carolina,Jewelry,1,25,25.0,3.0,4.0
Spring,South Carolina,Sneakers,1,88,88.0,3.0,4.0
Spring,South Carolina,Sunglasses,1,84,84.0,3.0,4.0
Spring,South Carolina,Sweater,1,60,60.0,3.0,4.0
Spring,South Dakota,Jeans,2,53,26.5,1.0,13.33
Spring,South Dakota,Jewelry,2,80,40.0,1.0,13.33
Spring,South Dakota,Shorts,2,58,29.0,1.0,13.33
Spring,South Dakota,Socks,2,75,37.5,1.0,13.33
Spring,South Dakota,Backpack,1,30,30.0,2.0,6.67
Spring,South Dakota,Belt,1,63,63.0,2.0,6.67
Spring,South Dakota,Blouse,1,41,41.0,2.0,6.67
Spring,South Dakota,Coat,1,20,20.0,2.0,6.67
Spring,South Dakota,Hat,1,77,77.0,2.0,6.67
Spring,South Dakota,Sandals,1,68,68.0,2.0,6.67
Spring,South Dakota,Sweater,1,61,61.0,2.0,6.67
Spring,Tennessee,Gloves,3,253,84.33333333333333,1.0,13.64
Spring,Tennessee,Dress,2,94,47.0,2.0,9.09
Spring,Tennessee,Jacket,2,122,61.0,2.0,9.09
Spring,Tennessee,Blouse,1,26,26.0,3.0,4.55
Spring,Tennessee,Coat,1,100,100.0,3.0,4.55
Spring,Tennessee,Handbag,1,61,61.0,3.0,4.55
Spring,Tennessee,Hoodie,1,23,23.0,3.0,4.55
Spring,Tennessee,Jeans,1,98,98.0,3.0,4.55
Spring,Tennessee,Jewelry,1,26,26.0,3.0,4.55
Spring,Tennessee,Sandals,1,50,50.0,3.0,4.55
Spring,Tennessee,Scarf,1,51,51.0,3.0,4.55
Spring,Tennessee,Shoes,1,44,44.0,3.0,4.55
Spring,Tennessee,Shorts,1,72,72.0,3.0,4.55
Spring,Tennessee,Skirt,1,62,62.0,3.0,4.55
Spring,Tennessee,Sneakers,1,25,25.0,3.0,4.55
Spring,Tennessee,Socks,1,31,31.0,3.0,4.55
Spring,Tennessee,Sweater,1,86,86.0,3.0,4.55
Spring,Tennessee,T-shirt,1,33,33.0,3.0,4.55
Spring,Texas,Shoes,5,291,58.2,1.0,35.71
Spring,Texas,Sunglasses,2,123,61.5,2.0,14.29
Spring,Texas,Gloves,1,32,32.0,3.0,7.14
Spring,Texas,Handbag,1,29,29.0,3.0,7.14
Spring,Texas,Jeans,1,58,58.0,3.0,7.14
Spring,Texas,Sandals,1,63,63.0,3.0,7.14
Spring,Texas,Skirt,1,86,86.0,3.0,7.14
Spring,Texas,Socks,1,35,35.0,3.0,7.14
Spring,Texas,Sweater,1,93,93.0,3.0,7.14
Spring,Utah,Dress,2,187,93.5,1.0,16.67
Spring,Utah,T-shirt,2,164,82.0,1.0,16.67
Spring,Utah,Boots,1,37,37.0,2.0,8.33
Spring,Utah,Gloves,1,45,45.0,2.0,8.33
Spring,Utah,Hat,1,33,33.0,2.0,8.33
Spring,Utah,Jewelry,1,91,91.0,2.0,8.33
Spring,Utah,Shoes,1,99,99.0,2.0,8.33
Spring,Utah,Shorts,1,73,73.0,2.0,8.33
Spring,Utah,Sneakers,1,73,73.0,2.0,8.33
Spring,Utah,Sunglasses,1,50,50.0,2.0,8.33
Spring,Vermont,Dress,2,135,67.5,1.0,14.29
Spring,Vermont,Hoodie,2,97,48.5,1.0,14.29
Spring,Vermont,Shorts,2,130,65.0,1.0,14.29
Spring,Vermont,T-shirt,2,70,35.0,1.0,14.29
Spring,Vermont,Backpack,1,30,30.0,2.0,7.14
Spring,Vermont,Jacket,1,53,53.0,2.0,7.14
Spring,Vermont,Jewelry,1,53,53.0,2.0,7.14
Spring,Vermont,Sandals,1,98,98.0,2.0,7.14
Spring,Vermont,Shoes,1,90,90.0,2.0,7.14
Spring,Vermont,Sneakers,1,54,54.0,2.0,7.14
Spring,Virginia,Shirt,2,137,68.5,1.0,11.76
Spring,Virginia,Skirt,2,138,69.0,1.0,11.76
Spring,Virginia,Blouse,1,53,53.0,2.0,5.88
Spring,Virginia,Boots,1,42,42.0,2.0,5.88
Spring,Virginia,Coat,1,27,27.0,2.0,5.88
Spring,Virginia,Dress,1,40,40.0,2.0,5.88
Spring,Virginia,Gloves,1,68,68.0,2.0,5.88
Spring,Virginia,Jacket,1,98,98.0,2.0,5.88
Spring,Virginia,Scarf,1,91,91.0,2.0,5.88
Spring,Virginia,Shoes,1,86,86.0,2.0,5.88
Spring,Virginia,Shorts,1,52,52.0,2.0,5.88
Spring,Virginia,Sneakers,1,69,69.0,2.0,5.88
Spring,Virginia,Socks,1,22,22.0,2.0,5.88
Spring,Virginia,Sweater,1,26,26.0,2.0,5.88
Spring,Virginia,T-shirt,1,99,99.0,2.0,5.88
Spring,Washington,Belt,2,84,42.0,1.0,8.33
Spring,Washington,Coat,2,138,69.0,1.0,8.33
Spring,Washington,Dress,2,149,74.5,1.0,8.33
Spring,Washington,Skirt,2,112,56.0,1.0,8.33
Spring,Washington,Sneakers,2,166,83.0,1.0,8.33
Spring,Washington,Socks,2,89,44.5,1.0,8.33
Spring,Washington,Backpack,1,40,40.0,2.0,4.17
Spring,Washington,Blouse,1,97,97.0,2.0,4.17
Spring,Washington,Hoodie,1,67,67.0,2.0,4.17
Spring,Washington,Jacket,1,81,81.0,2.0,4.17
Spring,Washington,Jewelry,1,37,37.0,2.0,4.17
Spring,Washington,Pants,1,32,32.0,2.0,4.17
Spring,Washington,Sandals,1,34,34.0,2.0,4.17
Spring,Washington,Scarf,1,58,58.0,2.0,4.17
Spring,Washington,Shirt,1,46,46.0,2.0,4.17
Spring,Washington,Shorts,1,82,82.0,2.0,4.17
Spring,Washington,Sunglasses,1,63,63.0,2.0,4.17
Spring,Washington,T-shirt,1,82,82.0,2.0,4.17
Spring,West Virginia,Coat,3,185,61.666666666666664,1.0,13.64
Spring,West Virginia,T-shirt,3,192,64.0,1.0,13.64
Spring,West Virginia,Boots,2,107,53.5,2.0,9.09
Spring,West Virginia,Handbag,2,102,51.0,2.0,9.09
Spring,West Virginia,Hat,2,146,73.0,2.0,9.09
Spring,West Virginia,Scarf,2,88,44.0,2.0,9.09
Spring,West Virginia,Sunglasses,2,160,80.0,2.0,9.09
Spring,West Virginia,Blouse,1,77,77.0,3.0,4.55
Spring,West Virginia,Jeans,1,93,93.0,3.0,4.55
Spring,West Virginia,Jewelry,1,37,37.0,3.0,4.55
Spring,West Virginia,Sandals,1,94,94.0,3.0,4.55
Spring,West Virginia,Skirt,1,63,63.0,3.0,4.55
Spring,West Virginia,Sneakers,1,67,67.0,3.0,4.55
Spring,Wisconsin,Jewelry,2,118,59.0,1.0,20.0
Spring,Wisconsin,Backpack,1,35,35.0,2.0,10.0
Spring,Wisconsin,Gloves,1,67,67.0,2.0,10.0
Spring,Wisconsin,Hoodie,1,42,42.0,2.0,10.0
Spring,Wisconsin,Jacket,1,23,23.0,2.0,10.0
Spring,Wisconsin,Sandals,1,35,35.0,2.0,10.0
Spring,Wisconsin,Scarf,1,58,58.0,2.0,10.0
Spring,Wisconsin,Shorts,1,97,97.0,2.0,10.0
Spring,Wisconsin,Skirt,1,38,38.0,2.0,10.0
Spring,Wyoming,Hoodie,2,88,44.0,1.0,11.11
Spring,Wyoming,Scarf,2,95,47.5,1.0,11.11
Spring,Wyoming,Skirt,2,170,85.0,1.0,11.11
Spring,Wyoming,Blouse,1,99,99.0,2.0,5.56
Spring,Wyoming,Boots,1,68,68.0,2.0,5.56
Spring,Wyoming,Gloves,1,45,45.0,2.0,5.56
Spring,Wyoming,Handbag,1,51,51.0,2.0,5.56
Spring,Wyoming,Hat,1,28,28.0,2.0,5.56
Spring,Wyoming,Jacket,1,57,57.0,2.0,5.56
Spring,Wyoming,Pants,1,41,41.0,2.0,5.56
Spring,Wyoming,Sandals,1,80,80.0,2.0,5.56
Spring,Wyoming,Shirt,1,38,38.0,2.0,5.56
Spring,Wyoming,Shoes,1,23,23.0,2.0,5.56
Spring,Wyoming,Socks,1,32,32.0,2.0,5.56
Spring,Wyoming,Sunglasses,1,60,60.0,2.0,5.56
Summer,Alabama,Hat,3,228,76.0,1.0,12.5
Summer,Alabama,Dress,2,130,65.0,2.0,8.33
Summer,Alabama,Handbag,2,122,61.0,2.0,8.33
Summer,Alabama,Jeans,2,152,76.0,2.0,8.33
Summer,Alabama,Jewelry,2,121,60.5,2.0,8.33
Summer,Alabama,Pants,2,123,61.5,2.0,8.33
