Age,Purchase Amount (USD),Previous Purchases,Category,Location,Season,Subscription Status,Shipping Type,Payment Method,Frequency of Purchases,coupon_prob,recommend_send_coupon,true_coupon_user
40,82,23,Footwear,Minnesota,Winter,No,Free Shipping,Bank Transfer,Annually,12.37,0,1
58,62,17,Footwear,California,Spring,No,Next Day Air,Debit Card,Bi-Weekly,14.91,0,0
66,91,1,Clothing,North Dakota,Fall,No,Store Pickup,Credit Card,Every 3 Months,18.08,0,0
34,46,37,Footwear,Vermont,Summer,No,Standard,Venmo,Fortnightly,24.69,0,0
24,27,14,Accessories,Alaska,Fall,No,Next Day Air,Cash,Annually,23.68,0,0
35,21,32,Clothing,Massachusetts,Spring,No,Next Day Air,Venmo,Fortnightly,33.75,0,1
49,57,28,Accessories,Delaware,Winter,No,Next Day Air,Bank Transfer,Bi-Weekly,19.11,0,0
58,89,37,Outerwear,Kentucky,Winter,Yes,Next Day Air,Debit Card,Quarterly,99.7,1,1
30,68,10,Clothing,Hawaii,Winter,Yes,Store Pickup,Bank Transfer,Fortnightly,99.64,1,1
40,42,48,Outerwear,South Dakota,Winter,No,Standard,Credit Card,Weekly,24.32,0,0
38,40,48,Clothing,Kentucky,Winter,Yes,Standard,Cash,Bi-Weekly,99.59,1,1
25,48,12,Accessories,Louisiana,Fall,Yes,Free Shipping,Debit Card,Annually,99.31,1,1
48,24,3,Accessories,Vermont,Winter,No,Next Day Air,Venmo,Monthly,24.94,0,1
56,65,22,Clothing,Illinois,Fall,No,Standard,Venmo,Bi-Weekly,20.52,0,1
70,46,15,Accessories,Connecticut,Winter,No,Next Day Air,Credit Card,Bi-Weekly,16.84,0,1
19,37,21,Clothing,Texas,Winter,No,Express,Credit Card,Every 3 Months,19.49,0,0
44,40,42,Accessories,Indiana,Winter,No,Store Pickup,Cash,Quarterly,41.03,0,0
28,94,4,Accessories,Maryland,Spring,No,Next Day Air,Credit Card,Bi-Weekly,36.85,0,0
52,31,23,Accessories,Pennsylvania,Summer,No,Standard,Credit Card,Annually,24.98,0,0
40,77,22,Accessories,South Dakota,Spring,No,2-Day Shipping,Debit Card,Monthly,21.45,0,0
61,50,6,Clothing,North Carolina,Spring,Yes,2-Day Shipping,Credit Card,Monthly,99.63,1,1
20,67,25,Footwear,Montana,Winter,Yes,Free Shipping,Debit Card,Every 3 Months,99.47,1,1
24,28,20,Clothing,Utah,Winter,No,Standard,PayPal,Monthly,26.43,0,1
47,24,28,Accessories,Nebraska,Spring,Yes,Store Pickup,PayPal,Annually,99.45,1,1
55,57,34,Clothing,Virginia,Summer,No,Store Pickup,Venmo,Quarterly,12.61,0,0
41,51,20,Clothing,Delaware,Winter,No,Next Day Air,Bank Transfer,Monthly,17.64,0,0
68,34,7,Footwear,Delaware,Spring,No,Standard,Venmo,Fortnightly,20.23,0,1
55,70,29,Clothing,Utah,Fall,No,Express,Cash,Monthly,19.09,0,0
58,23,46,Clothing,California,Winter,No,Next Day Air,Bank Transfer,Bi-Weekly,15.74,0,0
28,83,44,Clothing,South Carolina,Spring,No,Standard,Cash,Fortnightly,31.09,0,0
48,65,48,Accessories,South Dakota,Fall,No,Standard,Bank Transfer,Annually,17.52,0,0
30,77,19,Clothing,Maine,Fall,Yes,Standard,Venmo,Fortnightly,99.56,1,1
41,54,9,Outerwear,California,Winter,No,Next Day Air,Credit Card,Weekly,18.26,0,0
24,98,39,Accessories,Illinois,Fall,Yes,Express,Venmo,Bi-Weekly,99.55,1,1
33,84,7,Clothing,Vermont,Winter,No,Free Shipping,Venmo,Annually,15.63,0,0
36,88,43,Clothing,Delaware,Winter,Yes,Free Shipping,Venmo,Bi-Weekly,99.49,1,1
59,69,31,Accessories,South Carolina,Summer,Yes,2-Day Shipping,Venmo,Bi-Weekly,99.69,1,1
44,64,30,Accessories,Alabama,Spring,No,2-Day Shipping,Credit Card,Every 3 Months,19.64,0,0
19,52,41,Clothing,Alabama,Fall,Yes,Store Pickup,Venmo,Annually,99.25,1,1
65,35,1,Clothing,New Mexico,Summer,No,Next Day Air,Bank Transfer,Fortnightly,29.23,0,1
36,63,1,Clothing,New Mexico,Fall,No,Store Pickup,Bank Transfer,Fortnightly,19.99,0,0
22,52,14,Accessories,Missouri,Summer,No,Standard,Bank Transfer,Bi-Weekly,29.91,0,0
21,84,36,Accessories,North Carolina,Fall,Yes,Free Shipping,Cash,Weekly,99.63,1,1
63,35,6,Clothing,Wyoming,Summer,No,Express,Credit Card,Quarterly,15.23,0,1
57,79,24,Clothing,Nebraska,Spring,No,Store Pickup,Venmo,Quarterly,21.38,0,0
20,99,35,Accessories,Nebraska,Fall,No,Store Pickup,Cash,Fortnightly,19.04,0,0
33,66,24,Accessories,Nevada,Fall,No,Next Day Air,Credit Card,Weekly,21.72,0,0
32,48,47,Clothing,California,Fall,No,Express,Venmo,Weekly,12.47,0,0
35,23,8,Clothing,Tennessee,Spring,No,Free Shipping,Debit Card,Bi-Weekly,20.18,0,1
41,25,21,Accessories,Delaware,Fall,Yes,Next Day Air,Venmo,Every 3 Months,99.7,1,1
32,44,12,Accessories,Maine,Fall,No,Express,Venmo,Fortnightly,14.59,0,0
46,56,41,Clothing,New York,Summer,No,Standard,Cash,Monthly,26.57,0,0
53,91,12,Accessories,Arkansas,Summer,No,Express,PayPal,Fortnightly,29.2,0,0
67,35,9,Outerwear,Alaska,Winter,Yes,Store Pickup,PayPal,Every 3 Months,99.71,1,1
55,30,45,Accessories,Kansas,Fall,No,Express,Credit Card,Monthly,10.63,0,0
35,33,33,Clothing,Idaho,Summer,No,Standard,Debit Card,Monthly,27.23,0,0
28,38,49,Clothing,Rhode Island,Spring,No,Next Day Air,Bank Transfer,Weekly,20.5,0,0
27,51,6,Accessories,Nebraska,Summer,Yes,Store Pickup,Debit Card,Annually,99.46,1,1
51,84,14,Clothing,Illinois,Spring,No,Next Day Air,PayPal,Bi-Weekly,22.6,0,0
54,100,50,Clothing,Utah,Fall,Yes,Store Pickup,Debit Card,Fortnightly,99.68,1,1
25,40,29,Accessories,California,Spring,No,2-Day Shipping,PayPal,Weekly,16.01,0,0
47,29,3,Footwear,Maryland,Fall,No,Express,PayPal,Weekly,17.51,0,0
55,87,21,Clothing,South Carolina,Fall,Yes,Express,PayPal,Annually,99.31,1,1
21,42,41,Clothing,Indiana,Spring,No,2-Day Shipping,PayPal,Every 3 Months,45.39,0,1
26,89,5,Accessories,Vermont,Summer,No,Free Shipping,Cash,Bi-Weekly,19.85,0,0
68,88,30,Clothing,Vermont,Summer,Yes,Standard,Debit Card,Bi-Weekly,99.64,1,1
54,90,1,Clothing,New Mexico,Summer,No,Store Pickup,Bank Transfer,Annually,16.65,0,0
35,93,11,Clothing,Delaware,Spring,Yes,Store Pickup,Credit Card,Monthly,99.43,1,1
33,80,45,Outerwear,New Hampshire,Spring,No,Express,Cash,Every 3 Months,32.51,0,0
23,20,46,Clothing,Maryland,Summer,No,2-Day Shipping,Credit Card,Monthly,29.05,0,0
70,20,39,Accessories,New York,Spring,No,Standard,PayPal,Annually,23.52,0,0
48,30,3,Footwear,Michigan,Summer,No,Free Shipping,Credit Card,Fortnightly,15.3,0,1
32,98,8,Clothing,Illinois,Summer,No,Standard,Bank Transfer,Bi-Weekly,21.24,0,0
36,36,29,Footwear,Connecticut,Winter,No,2-Day Shipping,Cash,Weekly,11.83,0,1
64,53,15,Outerwear,Vermont,Spring,No,Standard,Bank Transfer,Annually,21.3,0,0
20,30,15,Accessories,Idaho,Summer,Yes,Express,Bank Transfer,Every 3 Months,99.72,1,1
66,85,28,Footwear,Wisconsin,Winter,No,Standard,Bank Transfer,Quarterly,36.31,0,0
50,95,4,Footwear,New York,Summer,No,Free Shipping,Venmo,Every 3 Months,22.79,0,0
55,97,20,Clothing,Minnesota,Fall,No,2-Day Shipping,Bank Transfer,Every 3 Months,20.11,0,0
47,94,35,Outerwear,New Mexico,Summer,Yes,Next Day Air,Debit Card,Bi-Weekly,99.79,1,1
59,83,5,Clothing,Nebraska,Winter,No,2-Day Shipping,PayPal,Monthly,14.7,0,0
28,39,7,Footwear,Montana,Winter,No,Standard,Debit Card,Annually,13.22,0,0
63,40,11,Clothing,Kansas,Spring,No,Express,Cash,Weekly,12.53,0,0
70,42,26,Outerwear,Florida,Fall,No,Free Shipping,Debit Card,Every 3 Months,25.48,0,0
66,44,45,Clothing,Illinois,Fall,No,2-Day Shipping,Cash,Every 3 Months,19.69,0,0
64,76,29,Accessories,Utah,Fall,Yes,Free Shipping,Cash,Every 3 Months,99.72,1,1
68,55,16,Outerwear,Michigan,Winter,No,Express,Bank Transfer,Quarterly,17.6,0,1
55,52,31,Accessories,Missouri,Fall,No,Standard,Credit Card,Monthly,25.17,0,0
43,22,1,Clothing,Maine,Summer,No,Standard,Cash,Bi-Weekly,16.23,0,1
64,57,49,Outerwear,Wyoming,Spring,No,Standard,Credit Card,Monthly,22.39,0,0
18,71,41,Footwear,Missouri,Spring,No,Standard,PayPal,Weekly,25.76,0,0
67,20,39,Outerwear,Minnesota,Spring,No,Next Day Air,Credit Card,Fortnightly,32.86,0,0
34,44,28,Clothing,Arkansas,Summer,No,Next Day Air,Bank Transfer,Every 3 Months,39.38,0,0
22,36,30,Accessories,Iowa,Winter,No,Standard,Debit Card,Quarterly,37.91,0,0
18,47,12,Outerwear,Iowa,Spring,No,2-Day Shipping,Cash,Bi-Weekly,34.57,0,0
60,48,46,Footwear,Delaware,Winter,No,2-Day Shipping,Venmo,Every 3 Months,16.66,0,1
24,30,24,Accessories,South Dakota,Spring,No,2-Day Shipping,Bank Transfer,Bi-Weekly,21.34,0,0
55,55,31,Accessories,Nevada,Summer,Yes,Free Shipping,PayPal,Annually,99.47,1,1
64,58,50,Accessories,Indiana,Summer,No,Next Day Air,Debit Card,Annually,42.25,0,1
42,68,35,Accessories,New Mexico,Summer,No,Store Pickup,Debit Card,Every 3 Months,27.85,0,1
31,22,25,Clothing,Utah,Winter,No,Free Shipping,Bank Transfer,Weekly,22.15,0,1
57,32,6,Clothing,Indiana,Winter,Yes,Store Pickup,Cash,Every 3 Months,99.84,1,1
49,96,39,Outerwear,Hawaii,Fall,No,Store Pickup,PayPal,Every 3 Months,23.41,0,0
24,67,49,Clothing,Pennsylvania,Summer,Yes,2-Day Shipping,PayPal,Bi-Weekly,99.69,1,1
52,91,8,Accessories,West Virginia,Spring,No,Next Day Air,Cash,Monthly,30.08,0,0
26,53,9,Accessories,South Dakota,Fall,No,Free Shipping,Bank Transfer,Bi-Weekly,16.22,0,0
21,77,21,Clothing,California,Winter,Yes,Standard,Credit Card,Annually,99.35,1,1
65,84,5,Clothing,New Mexico,Spring,No,2-Day Shipping,Bank Transfer,Fortnightly,24.93,0,0
30,42,5,Clothing,Idaho,Spring,No,Express,Venmo,Fortnightly,27.0,0,0
40,28,3,Clothing,Delaware,Spring,No,Store Pickup,Bank Transfer,Bi-Weekly,14.62,0,0
58,36,32,Footwear,Louisiana,Fall,No,Store Pickup,Credit Card,Every 3 Months,12.55,0,0
52,54,14,Accessories,Utah,Fall,No,Next Day Air,Bank Transfer,Bi-Weekly,26.69,0,0
35,93,36,Accessories,Maryland,Winter,No,Express,Credit Card,Monthly,25.33,0,0
38,90,2,Footwear,Utah,Summer,No,2-Day Shipping,Venmo,Quarterly,25.7,0,1
20,96,11,Clothing,Wisconsin,Fall,No,Next Day Air,Bank Transfer,Bi-Weekly,38.22,0,0
28,47,3,Accessories,North Dakota,Fall,Yes,Next Day Air,Venmo,Annually,99.66,1,1
51,90,48,Footwear,Connecticut,Spring,Yes,Next Day Air,Bank Transfer,Bi-Weekly,99.47,1,1
33,89,10,Accessories,Rhode Island,Fall,Yes,2-Day Shipping,Venmo,Every 3 Months,99.58,1,1
19,53,35,Accessories,Minnesota,Spring,No,Next Day Air,PayPal,Weekly,28.99,0,1
63,48,5,Accessories,Connecticut,Fall,No,Next Day Air,Cash,Annually,13.97,0,0
49,80,27,Accessories,New York,Fall,No,2-Day Shipping,Venmo,Every 3 Months,26.84,0,0
20,36,31,Clothing,Vermont,Spring,No,2-Day Shipping,Bank Transfer,Weekly,20.22,0,0
50,93,20,Accessories,New Mexico,Fall,No,Standard,Venmo,Bi-Weekly,26.66,0,0
43,66,31,Footwear,North Carolina,Spring,No,Store Pickup,Cash,Bi-Weekly,18.35,0,0
22,66,3,Accessories,Kentucky,Winter,No,Next Day Air,PayPal,Quarterly,22.77,0,0
53,98,38,Accessories,Missouri,Fall,No,Next Day Air,PayPal,Quarterly,29.71,0,0
60,25,11,Outerwear,Colorado,Spring,No,2-Day Shipping,Bank Transfer,Quarterly,18.68,0,1
45,64,7,Clothing,Massachusetts,Winter,No,Next Day Air,Cash,Monthly,23.42,0,1
57,83,48,Accessories,Alaska,Winter,No,Standard,PayPal,Fortnightly,29.73,0,0
41,94,3,Outerwear,New Hampshire,Spring,No,Standard,Cash,Monthly,33.06,0,0
70,52,12,Footwear,Minnesota,Spring,No,Store Pickup,Debit Card,Every 3 Months,19.47,0,0
53,91,5,Outerwear,Idaho,Summer,No,Store Pickup,Cash,Bi-Weekly,23.88,0,0
19,60,35,Accessories,Kentucky,Winter,No,Express,PayPal,Bi-Weekly,14.78,0,0
33,72,3,Accessories,Texas,Spring,No,Free Shipping,Debit Card,Bi-Weekly,20.75,0,0
31,83,46,Accessories,North Carolina,Summer,No,Express,PayPal,Annually,17.95,0,0
62,89,4,Accessories,Louisiana,Winter,No,Store Pickup,Bank Transfer,Quarterly,15.97,0,0
46,95,25,Clothing,Pennsylvania,Spring,Yes,Standard,Credit Card,Every 3 Months,99.8,1,1
63,24,37,Clothing,Delaware,Summer,No,Standard,Credit Card,Fortnightly,21.02,0,0
32,78,20,Clothing,North Dakota,Summer,Yes,Next Day Air,Bank Transfer,Every 3 Months,99.77,1,1
54,24,37,Clothing,South Dakota,Spring,Yes,2-Day Shipping,Credit Card,Fortnightly,99.66,1,1
34,45,45,Footwear,New Jersey,Spring,Yes,Next Day Air,Venmo,Weekly,99.69,1,1
50,83,24,Accessories,Montana,Summer,No,Free Shipping,Debit Card,Annually,14.66,0,0
52,89,18,Accessories,Nevada,Summer,Yes,Free Shipping,Credit Card,Weekly,99.57,1,1
21,93,19,Clothing,North Carolina,Spring,No,Express,Credit Card,Monthly,20.08,0,0
50,75,7,Clothing,Michigan,Spring,No,Next Day Air,Bank Transfer,Every 3 Months,25.86,0,0
38,58,27,Accessories,Connecticut,Spring,No,Store Pickup,Cash,Fortnightly,18.73,0,1
43,74,29,Accessories,New Hampshire,Fall,No,Next Day Air,Debit Card,Monthly,27.71,0,0
33,48,43,Clothing,Minnesota,Winter,No,Standard,PayPal,Bi-Weekly,22.36,0,0
24,68,20,Clothing,New Hampshire,Winter,No,Free Shipping,Venmo,Monthly,24.19,0,1
48,43,49,Accessories,Delaware,Winter,No,Store Pickup,Bank Transfer,Annually,12.35,0,1
42,63,34,Accessories,Texas,Winter,No,Standard,Credit Card,Monthly,22.31,0,0
46,76,32,Clothing,Louisiana,Fall,No,Store Pickup,Debit Card,Fortnightly,15.36,0,0
56,25,14,Clothing,Pennsylvania,Winter,No,Free Shipping,Credit Card,Every 3 Months,24.11,0,0
50,46,5,Accessories,Connecticut,Fall,Yes,2-Day Shipping,PayPal,Weekly,99.32,1,1
65,59,33,Clothing,Indiana,Spring,No,Store Pickup,Credit Card,Monthly,35.3,0,1
20,85,44,Clothing,Oregon,Spring,Yes,Standard,Venmo,Every 3 Months,99.9,1,1
48,92,34,Clothing,Idaho,Fall,No,Express,Debit Card,Fortnightly,20.33,0,1
42,52,36,Outerwear,Delaware,Winter,No,Standard,Bank Transfer,Quarterly,22.57,0,0
57,76,35,Accessories,North Carolina,Spring,No,Free Shipping,Cash,Every 3 Months,28.41,0,0
41,30,14,Accessories,Wisconsin,Summer,Yes,Store Pickup,Bank Transfer,Every 3 Months,99.86,1,1
50,28,2,Clothing,Nevada,Spring,No,Express,Credit Card,Weekly,16.71,0,1
27,56,30,Accessories,West Virginia,Spring,No,Next Day Air,PayPal,Bi-Weekly,30.18,0,0
38,24,25,Clothing,Vermont,Winter,Yes,Free Shipping,PayPal,Weekly,99.5,1,1
56,86,29,Clothing,Montana,Summer,No,Standard,Bank Transfer,Monthly,18.83,0,0
68,91,50,Clothing,Montana,Summer,No,2-Day Shipping,Debit Card,Bi-Weekly,16.68,0,0
34,52,39,Accessories,Kansas,Winter,No,Express,Bank Transfer,Annually,10.09,0,1
64,34,26,Accessories,Nebraska,Fall,No,Free Shipping,Bank Transfer,Annually,12.31,0,0
41,71,30,Clothing,Ohio,Summer,No,2-Day Shipping,Venmo,Fortnightly,29.49,0,0
36,53,44,Accessories,Florida,Summer,No,Free Shipping,Debit Card,Fortnightly,28.44,0,0
37,40,6,Clothing,Hawaii,Summer,Yes,Next Day Air,Debit Card,Annually,99.68,1,1
65,79,19,Accessories,Mississippi,Fall,No,2-Day Shipping,PayPal,Weekly,26.27,0,0
56,100,10,Clothing,Maryland,Spring,No,2-Day Shipping,Debit Card,Fortnightly,32.81,0,0
50,89,48,Accessories,Alaska,Fall,No,2-Day Shipping,PayPal,Fortnightly,23.9,0,0
31,90,47,Clothing,Indiana,Spring,No,Standard,Bank Transfer,Annually,39.86,0,0
54,60,44,Clothing,Montana,Winter,No,Standard,Cash,Fortnightly,22.12,0,0
59,23,22,Accessories,Florida,Fall,No,Free Shipping,Debit Card,Bi-Weekly,20.07,0,0
31,53,30,Clothing,Alaska,Summer,No,Express,Debit Card,Quarterly,24.1,0,0
54,33,48,Clothing,Massachusetts,Summer,Yes,2-Day Shipping,Credit Card,Bi-Weekly,99.61,1,1
45,52,20,Clothing,Delaware,Fall,No,2-Day Shipping,Venmo,Quarterly,17.13,0,0
29,56,45,Footwear,New York,Winter,No,2-Day Shipping,Cash,Weekly,18.6,0,0
51,90,25,Footwear,Iowa,Winter,Yes,Store Pickup,Cash,Weekly,99.64,1,1
49,80,10,Clothing,Iowa,Spring,Yes,Free Shipping,PayPal,Weekly,99.73,1,1
18,88,38,Outerwear,Pennsylvania,Summer,No,2-Day Shipping,Credit Card,Monthly,27.59,0,0
47,36,7,Footwear,Maryland,Winter,No,Free Shipping,Bank Transfer,Weekly,20.63,0,0
64,33,34,Accessories,New Hampshire,Fall,Yes,Store Pickup,Debit Card,Monthly,99.62,1,1
50,96,34,Accessories,South Dakota,Summer,No,Next Day Air,Bank Transfer,Bi-Weekly,24.42,0,0
38,31,43,Accessories,Idaho,Fall,No,Free Shipping,Credit Card,Weekly,20.39,0,0
50,51,18,Clothing,Rhode Island,Summer,Yes,Store Pickup,Bank Transfer,Quarterly,99.45,1,1
56,67,47,Accessories,Arizona,Fall,No,Next Day Air,Cash,Weekly,17.56,0,0
41,42,11,Accessories,Connecticut,Winter,Yes,2-Day Shipping,Venmo,Annually,99.38,1,1
21,27,29,Footwear,Hawaii,Fall,No,Free Shipping,Cash,Bi-Weekly,15.89,0,0
44,99,18,Accessories,South Carolina,Winter,Yes,Standard,Credit Card,Every 3 Months,99.75,1,1
31,51,33,Footwear,Colorado,Fall,Yes,Free Shipping,Bank Transfer,Fortnightly,99.23,1,1
66,57,20,Accessories,Ohio,Winter,No,Store Pickup,PayPal,Every 3 Months,24.02,0,0
57,83,41,Accessories,Nebraska,Winter,No,2-Day Shipping,Bank Transfer,Monthly,16.9,0,0
30,71,18,Accessories,Colorado,Winter,No,Express,Bank Transfer,Annually,10.54,0,0
34,45,48,Clothing,Delaware,Spring,No,Free Shipping,Cash,Fortnightly,19.82,0,0
40,60,41,Accessories,Utah,Summer,No,Next Day Air,Bank Transfer,Bi-Weekly,32.0,0,0
58,63,7,Clothing,Oregon,Winter,No,Free Shipping,Debit Card,Bi-Weekly,28.13,0,0
26,73,9,Clothing,Louisiana,Winter,No,Free Shipping,Debit Card,Fortnightly,17.18,0,0
39,32,30,Clothing,Oklahoma,Winter,No,Free Shipping,Cash,Every 3 Months,26.69,0,0
63,64,35,Footwear,Missouri,Fall,Yes,Store Pickup,Debit Card,Monthly,99.48,1,1
30,63,31,Clothing,California,Fall,Yes,Express,Venmo,Fortnightly,99.41,1,1
62,73,47,Accessories,Montana,Summer,No,Standard,Cash,Fortnightly,25.36,0,0
45,79,23,Clothing,Arizona,Winter,No,Store Pickup,Venmo,Fortnightly,16.11,0,0
53,74,2,Clothing,Vermont,Winter,Yes,2-Day Shipping,Bank Transfer,Quarterly,99.56,1,1
62,50,48,Footwear,Oregon,Winter,No,Express,Venmo,Fortnightly,29.38,0,1
26,30,39,Clothing,Oregon,Fall,No,Express,Debit Card,Bi-Weekly,26.71,0,0
41,94,33,Accessories,Mississippi,Fall,Yes,2-Day Shipping,Debit Card,Annually,99.7,1,1
50,35,37,Footwear,Virginia,Fall,Yes,Next Day Air,Cash,Every 3 Months,99.28,1,1
38,21,1,Footwear,Hawaii,Winter,No,Standard,Bank Transfer,Weekly,19.46,0,0
55,24,1,Accessories,New Hampshire,Spring,Yes,2-Day Shipping,PayPal,Monthly,99.7,1,1
57,78,50,Accessories,Hawaii,Winter,No,Store Pickup,Venmo,Bi-Weekly,22.75,0,1
45,52,35,Clothing,Oklahoma,Winter,No,Store Pickup,PayPal,Monthly,20.06,0,0
20,67,20,Clothing,Mississippi,Summer,No,Express,Debit Card,Fortnightly,32.03,0,0
23,45,34,Clothing,Georgia,Fall,No,Express,Credit Card,Fortnightly,13.61,0,0
